7.87142349E-06 , 7.49900000E+03 , 2.50000000E+03 , 1.00000000E+00
3.38650106E-05 , 7.49800000E+03 , 2.50000000E+03 , 1.00000000E+00
4.45027674E-05 , 7.49800000E+03 , 2.50000000E+03 , 0.00000000E+00
8.24738335E-05 , 7.49700000E+03 , 2.50000000E+03 , 1.00000000E+00
1.04545461E-04 , 7.49700000E+03 , 2.50000000E+03 , 0.00000000E+00
2.77410243E-04 , 7.49700000E+03 , 2.50000000E+03 , 0.00000000E+00
3.11222308E-04 , 7.49700000E+03 , 2.50000000E+03 , 0.00000000E+00
3.75716859E-04 , 7.49600000E+03 , 2.50000000E+03 , 1.00000000E+00
4.23901649E-04 , 7.49600000E+03 , 2.50000000E+03 , 0.00000000E+00
4.54630349E-04 , 7.49600000E+03 , 2.50000000E+03 , 0.00000000E+00
5.39974191E-04 , 7.49500000E+03 , 2.50000000E+03 , 1.00000000E+00
5.64269950E-04 , 7.49500000E+03 , 2.50000000E+03 , 0.00000000E+00
5.68049575E-04 , 7.49400000E+03 , 2.50000000E+03 , 1.00000000E+00
6.26185728E-04 , 7.49400000E+03 , 2.50000000E+03 , 0.00000000E+00
6.99492168E-04 , 7.49300000E+03 , 2.50000000E+03 , 1.00000000E+00
7.44803943E-04 , 7.49300000E+03 , 2.50000000E+03 , 0.00000000E+00
7.75170237E-04 , 7.49200000E+03 , 2.50000000E+03 , 0.00000000E+00
9.20443881E-04 , 7.49200000E+03 , 2.50000000E+03 , 0.00000000E+00
1.05739036E-03 , 7.49100000E+03 , 2.50000000E+03 , 1.00000000E+00
1.08721069E-03 , 7.49100000E+03 , 2.50000000E+03 , 0.00000000E+00
1.12293913E-03 , 7.49000000E+03 , 2.50000000E+03 , 1.00000000E+00
1.14459236E-03 , 7.48900000E+03 , 2.50000000E+03 , 1.00000000E+00
1.24698059E-03 , 7.48800000E+03 , 2.50000000E+03 , 0.00000000E+00
1.31894962E-03 , 7.48700000E+03 , 2.50000000E+03 , 1.00000000E+00
1.36921209E-03 , 7.48600000E+03 , 2.50000000E+03 , 1.00000000E+00
1.38571470E-03 , 7.48500000E+03 , 2.50000000E+03 , 0.00000000E+00
1.41981540E-03 , 7.48400000E+03 , 2.50000000E+03 , 0.00000000E+00
1.63522541E-03 , 7.48300000E+03 , 2.50000000E+03 , 0.00000000E+00
1.70903956E-03 , 7.48200000E+03 , 2.50000000E+03 , 1.00000000E+00
1.72552389E-03 , 7.48100000E+03 , 2.50000000E+03 , 1.00000000E+00
1.73952805E-03 , 7.48100000E+03 , 2.50000000E+03 , 0.00000000E+00
1.77554327E-03 , 7.48000000E+03 , 2.50000000E+03 , 1.00000000E+00
1.77795364E-03 , 7.47900000E+03 , 2.50000000E+03 , 1.00000000E+00
1.78736911E-03 , 7.47800000E+03 , 2.50000000E+03 , 1.00000000E+00
1.79929619E-03 , 7.47700000E+03 , 2.50000000E+03 , 1.00000000E+00
1.85657708E-03 , 7.47700000E+03 , 2.50000000E+03 , 0.00000000E+00
1.95246398E-03 , 7.47700000E+03 , 2.50000000E+03 , 0.00000000E+00
1.97425545E-03 , 7.47700000E+03 , 2.50000000E+03 , 0.00000000E+00
2.00676618E-03 , 7.47600000E+03 , 2.50000000E+03 , 0.00000000E+00
2.11628166E-03 , 7.47600000E+03 , 2.50000000E+03 , 0.00000000E+00
2.13256890E-03 , 7.47600000E+03 , 2.50000000E+03 , 0.00000000E+00
2.16668782E-03 , 7.47500000E+03 , 2.50000000E+03 , 1.00000000E+00
2.23135556E-03 , 7.47500000E+03 , 2.50000000E+03 , 0.00000000E+00
2.24308265E-03 , 7.47400000E+03 , 2.50000000E+03 , 1.00000000E+00
2.24887327E-03 , 7.47300000E+03 , 2.50000000E+03 , 0.00000000E+00
2.25194402E-03 , 7.47300000E+03 , 2.50000000E+03 , 0.00000000E+00
2.28455387E-03 , 7.47200000E+03 , 2.50000000E+03 , 0.00000000E+00
2.38744930E-03 , 7.47100000E+03 , 2.50000000E+03 , 1.00000000E+00
2.50618084E-03 , 7.47100000E+03 , 2.50000000E+03 , 0.00000000E+00
2.60377719E-03 , 7.47100000E+03 , 2.50000000E+03 , 0.00000000E+00
2.67811070E-03 , 7.47100000E+03 , 2.50000000E+03 , 0.00000000E+00
2.70585019E-03 , 7.47100000E+03 , 2.50000000E+03 , 0.00000000E+00
2.72633517E-03 , 7.47000000E+03 , 2.50000000E+03 , 1.00000000E+00
2.74147204E-03 , 7.46900000E+03 , 2.50000000E+03 , 1.00000000E+00
2.84817499E-03 , 7.46800000E+03 , 2.50000000E+03 , 1.00000000E+00
2.88731660E-03 , 7.46700000E+03 , 2.50000000E+03 , 0.00000000E+00
2.89785180E-03 , 7.46600000E+03 , 2.50000000E+03 , 1.00000000E+00
2.90874277E-03 , 7.46600000E+03 , 2.50000000E+03 , 0.00000000E+00
3.05387865E-03 , 7.46600000E+03 , 2.50000000E+03 , 0.00000000E+00
3.19494987E-03 , 7.46600000E+03 , 2.50000000E+03 , 0.00000000E+00
3.23927614E-03 , 7.46600000E+03 , 2.50000000E+03 , 0.00000000E+00
3.24472025E-03 , 7.46500000E+03 , 2.50000000E+03 , 0.00000000E+00
3.26468126E-03 , 7.46400000E+03 , 2.50000000E+03 , 1.00000000E+00
3.36986435E-03 , 7.46300000E+03 , 2.50000000E+03 , 1.00000000E+00
3.38195734E-03 , 7.46300000E+03 , 2.50000000E+03 , 0.00000000E+00
3.41941501E-03 , 7.46200000E+03 , 2.50000000E+03 , 1.00000000E+00
3.45138936E-03 , 7.46100000E+03 , 2.50000000E+03 , 0.00000000E+00
3.49136286E-03 , 7.46100000E+03 , 2.49900000E+03 , 0.00000000E+00
3.52469080E-03 , 7.46000000E+03 , 2.49900000E+03 , 0.00000000E+00
3.53399536E-03 , 7.46000000E+03 , 2.49900000E+03 , 0.00000000E+00
3.55193264E-03 , 7.46000000E+03 , 2.49900000E+03 , 0.00000000E+00
